Branch_Location,Loan_Product,Employment_Status,Credit_Risk_Rating,Loan_Status,Loan_Amount_PHP,Interest_Rate_Annual,Monthly_Income_PHP,Loan_Term_Months,Days_Past_Due,Application_Date,Disbursement_Date
Quezon City Hub,Small Business Micro-Loan,OFW Dependent,Low Risk,Active,100715.14,23.64,22061.87,6,78,2025-04-20,2025-04-24
Quezon City Hub,OFW Remittance Advance,OFW Dependent,Medium Risk,Fully Paid,275531.46,10.22,24966.38,24,22,2025-05-26,2025-05-30
Makati CBD Branch,Emergency Cash Loan,Regular,Low Risk,Fully Paid,437743.46,15.05,119883.72,18,27,2025-02-06,2025-02-08
Makati CBD Branch,Small Business Micro-Loan,Regular,High Risk,Restructured,368790.19,9.15,49297.12,18,15,2025-01-26,2025-01-29
Makati CBD Branch,Small Business Micro-Loan,Self-Employed,Medium Risk,Fully Paid,,19.97,93559.31,6,36,2025-05-17,2025-05-19
Cebu IT Park Branch,Emergency Cash Loan,OFW Dependent,High Risk,Active,332803.85,22.73,99699.83,24,20,2025-03-05,2025-03-08
Quezon City Hub,Small Business Micro-Loan,OFW Dependent,Low Risk,Restructured,349215.52,12.84,105092.44,24,78,2025-03-13,2025-03-15
Davao Central Branch,Salary Loan,Regular,High Risk,Fully Paid,426105.87,21.8,119750.97,6,16,2025-05-28,2025-05-31
Cebu IT Park Branch,OFW Remittance Advance,Self-Employed,Medium Risk,Fully Paid,132337.32,13.03,40357.13,24,36,2025-04-16,2025-04-19
Makati CBD Branch,Emergency Cash Loan,Self-Employed,Medium Risk,Past Due,249818.23,22.62,19236.84,6,76,2025-03-27,2025-03-29
Davao Central Branch,Emergency Cash Loan,Regular,Low Risk,Past Due,118392.63,20.19,58175.11,12,18,2025-06-07,2025-06-10
Davao Central Branch,Salary Loan,Regular,Medium Risk,Restructured,493957.32,20.98,28658.47,18,29,2025-02-22,2025-02-27
Quezon City Hub,OFW Remittance Advance,OFW Dependent,High Risk,Past Due,472589.08,8.78,17354.72,12,44,2025-04-02,2025-04-08
Davao Central Branch,Salary Loan,Regular,High Risk,Active,29319.14,23.42,52844.82,36,17,2025-04-09,2025-04-13
Makati CBD Branch,OFW Remittance Advance,Contractual,High Risk,Fully Paid,355731.83,19.76,97292.52,36,77,2025-01-11,2025-01-14
Quezon City Hub,Salary Loan,Self-Employed,High Risk,Fully Paid,463371.68,13.22,74448.97,36,61,2025-01-31,2025-02-03
Davao Central Branch,Small Business Micro-Loan,Regular,Low Risk,Fully Paid,98481.92,21.36,47841.69,6,35,2025-06-26,2025-06-30
Quezon City Hub,Salary Loan,Contractual,High Risk,Restructured,288293.16,12.86,83705.91,24,83,2025-04-10,2025-04-13
Davao Central Branch,Emergency Cash Loan,Self-Employed,Low Risk,Restructured,458589.27,22.03,39361.91,12,51,2025-03-28,2025-04-01
Cebu IT Park Branch,Emergency Cash Loan,Contractual,High Risk,Past Due,26633.53,10.24,16510.05,12,18,2025-05-27,2025-05-29
Cebu IT Park Branch,Emergency Cash Loan,Contractual,Low Risk,Fully Paid,351735.93,19.41,95257.11,12,43,2025-05-20,2025-05-25
Makati CBD Branch,Salary Loan,Regular,High Risk,Fully Paid,155701.01,16.88,80493.02,12,6,2025-01-15,2025-01-20
Cebu IT Park Branch,Emergency Cash Loan,Self-Employed,High Risk,Fully Paid,462954.14,10.0,95041.78,36,43,2025-06-08,2025-06-14
Cebu IT Park Branch,Emergency Cash Loan,Contractual,Low Risk,Fully Paid,485818.54,12.25,19088.49,12,67,2025-06-20,2025-06-23
Cebu IT Park Branch,Small Business Micro-Loan,OFW Dependent,Medium Risk,Fully Paid,472690.58,8.69,102897.56,24,33,2025-04-11,2025-04-17
Davao Central Branch,Small Business Micro-Loan,Self-Employed,Medium Risk,Active,242364.97,15.77,80050.25,36,65,2025-06-14,2025-06-16
Davao Central Branch,OFW Remittance Advance,OFW Dependent,Medium Risk,Fully Paid,432400.9,13.17,74156.51,12,68,2025-01-29,2025-02-03
Quezon City Hub,OFW Remittance Advance,Regular,Low Risk,Active,423829.21,17.77,80584.48,6,54,2025-04-24,2025-04-26
Davao Central Branch,OFW Remittance Advance,OFW Dependent,Medium Risk,Fully Paid,166359.23,13.11,105765.49,18,9,2025-04-17,2025-04-19
Cebu IT Park Branch,Salary Loan,Self-Employed,Medium Risk,Restructured,416168.58,13.15,76628.33,18,41,2025-06-03,2025-06-06
Davao Central Branch,OFW Remittance Advance,Contractual,Low Risk,Restructured,28133.74,20.02,75999.79,18,40,2025-04-18,2025-04-20
Makati CBD Branch,Salary Loan,Contractual,Medium Risk,Active,302172.24,9.25,119021.31,36,76,2025-05-10,2025-05-15
Quezon City Hub,Salary Loan,Self-Employed,Medium Risk,Fully Paid,122704.33,22.49,94456.67,12,68,2025-03-25,2025-03-31
Quezon City Hub,OFW Remittance Advance,Contractual,Medium Risk,Restructured,69077.77,21.71,61440.85,36,9,2025-01-15,2025-01-20
Davao Central Branch,OFW Remittance Advance,OFW Dependent,Low Risk,Restructured,47707.07,18.85,89276.69,24,9,2025-05-12,2025-05-15
Cebu IT Park Branch,Salary Loan,Contractual,Low Risk,Fully Paid,351181.5,17.69,55869.2,6,59,2025-02-19,2025-02-24
Quezon City Hub,Small Business Micro-Loan,Contractual,Medium Risk,Fully Paid,176538.73,22.33,39031.92,6,50,2025-06-15,2025-06-19
Makati CBD Branch,Emergency Cash Loan,OFW Dependent,Medium Risk,Restructured,365135.72,11.37,77669.45,18,20,2025-01-23,2025-01-29
Makati CBD Branch,Emergency Cash Loan,OFW Dependent,Low Risk,Fully Paid,42024.61,9.72,112459.12,18,7,2025-02-28,2025-03-04
Quezon City Hub,Emergency Cash Loan,OFW Dependent,Medium Risk,Past Due,164492.27,12.21,112559.65,18,64,2025-03-31,2025-04-04
Cebu IT Park Branch,Small Business Micro-Loan,Regular,Low Risk,Fully Paid,274350.73,20.82,50900.05,12,77,2025-04-25,2025-04-28
Cebu IT Park Branch,Salary Loan,OFW Dependent,Medium Risk,Restructured,397454.35,9.04,70406.13,24,84,2025-03-16,2025-03-18
Davao Central Branch,OFW Remittance Advance,OFW Dependent,Low Risk,Restructured,166188.73,17.53,37221.77,24,29,2025-06-05,2025-06-09
Davao Central Branch,Salary Loan,Regular,High Risk,Active,316686.77,23.93,119541.27,24,84,2025-05-03,2025-05-08
Quezon City Hub,Salary Loan,Contractual,High Risk,Past Due,444129.1,21.76,118017.38,24,48,2025-05-16,2025-05-18
Davao Central Branch,OFW Remittance Advance,OFW Dependent,Low Risk,Restructured,311772.96,16.58,83198.44,18,8,2025-06-06,2025-06-11
Davao Central Branch,Small Business Micro-Loan,Self-Employed,High Risk,Past Due,124150.14,9.49,99463.48,6,16,2025-05-19,2025-05-24
Davao Central Branch,Emergency Cash Loan,OFW Dependent,Medium Risk,Fully Paid,21956.38,21.39,90085.52,18,68,2025-01-18,2025-01-20
Makati CBD Branch,Emergency Cash Loan,OFW Dependent,Low Risk,Restructured,436348.45,17.78,77281.61,24,57,2025-02-19,2025-02-21
Davao Central Branch,Salary Loan,Regular,Low Risk,Active,20422.01,10.28,20601.54,18,56,2025-05-22,2025-05-27
Quezon City Hub,Small Business Micro-Loan,Self-Employed,Medium Risk,Restructured,438603.82,9.95,62750.26,24,61,2025-04-28,2025-05-01
Cebu IT Park Branch,Emergency Cash Loan,Contractual,Medium Risk,Active,269179.2,22.6,85852.56,36,51,2025-05-17,2025-05-23
Davao Central Branch,Small Business Micro-Loan,Contractual,Low Risk,Past Due,470143.17,18.87,86140.82,6,60,2025-05-19,2025-05-25
Cebu IT Park Branch,OFW Remittance Advance,Self-Employed,Medium Risk,Active,401403.79,21.35,54177.87,36,39,2025-04-18,2025-04-21
Davao Central Branch,Salary Loan,OFW Dependent,Low Risk,Fully Paid,498987.71,22.12,113877.66,12,37,2025-03-08,2025-03-10
Quezon City Hub,Salary Loan,Regular,Medium Risk,Fully Paid,181848.79,17.36,32572.49,18,42,2025-06-16,2025-06-21
Makati CBD Branch,Small Business Micro-Loan,Self-Employed,Low Risk,Fully Paid,385922.26,16.52,67537.74,12,62,2025-03-19,2025-03-25
Quezon City Hub,Emergency Cash Loan,Self-Employed,Medium Risk,Restructured,206946.15,15.17,87542.82,18,18,2025-06-05,2025-06-10
Makati CBD Branch,Small Business Micro-Loan,Contractual,Medium Risk,Fully Paid,245139.05,13.41,88199.26,36,49,2025-03-16,2025-03-19
Davao Central Branch,OFW Remittance Advance,Regular,High Risk,Fully Paid,317477.68,15.24,83107.09,24,32,2025-02-08,2025-02-13
Davao Central Branch,Emergency Cash Loan,Self-Employed,High Risk,Restructured,438101.79,20.5,43905.26,24,12,2025-01-25,2025-01-28
Makati CBD Branch,Emergency Cash Loan,Regular,High Risk,Past Due,492200.9,17.83,31401.69,18,77,2025-01-21,2025-01-23
Quezon City Hub,Small Business Micro-Loan,OFW Dependent,Medium Risk,Fully Paid,386453.97,22.33,81773.73,24,61,2025-05-18,2025-05-21
Quezon City Hub,OFW Remittance Advance,Contractual,Low Risk,Fully Paid,214705.72,15.37,77926.72,36,42,2025-06-20,2025-06-23
Makati CBD Branch,Emergency Cash Loan,OFW Dependent,Medium Risk,Restructured,216464.93,17.91,33832.38,24,48,2025-01-15,2025-01-21
Davao Central Branch,Salary Loan,Regular,High Risk,Past Due,371415.33,18.29,89039.61,36,35,2025-02-17,2025-02-22
Makati CBD Branch,OFW Remittance Advance,OFW Dependent,Medium Risk,Past Due,127000.8,17.67,62793.06,12,9,2025-03-27,2025-04-02
Davao Central Branch,Emergency Cash Loan,Contractual,High Risk,Past Due,64132.32,19.39,85114.86,36,5,2025-05-29,2025-06-02
Makati CBD Branch,Small Business Micro-Loan,Regular,High Risk,Restructured,183764.86,12.18,102923.54,6,56,2025-04-26,2025-04-29
Davao Central Branch,Emergency Cash Loan,Self-Employed,Low Risk,Active,150747.11,16.44,32821.49,6,0,2025-02-19,2025-02-23
Makati CBD Branch,Salary Loan,OFW Dependent,Low Risk,Active,155190.98,10.12,17010.21,6,70,2025-05-31,2025-06-06
Cebu IT Park Branch,OFW Remittance Advance,Contractual,High Risk,Fully Paid,124467.8,14.46,96805.77,18,57,2025-05-21,2025-05-26
Davao Central Branch,Emergency Cash Loan,Self-Employed,High Risk,Fully Paid,30625.66,16.06,79018.23,18,20,2025-03-10,2025-03-16
Quezon City Hub,Salary Loan,Contractual,Medium Risk,Fully Paid,18758.23,18.61,88462.15,18,79,2025-01-04,2025-01-09
Makati CBD Branch,Emergency Cash Loan,Regular,High Risk,Active,493983.97,23.23,103006.27,36,55,2025-03-19,2025-03-24
Quezon City Hub,Emergency Cash Loan,Regular,Medium Risk,Restructured,219608.84,17.81,99295.15,18,86,2025-01-09,2025-01-11
Makati CBD Branch,OFW Remittance Advance,OFW Dependent,High Risk,Fully Paid,198320.06,20.03,115896.62,12,19,2025-05-01,2025-05-04
Quezon City Hub,Small Business Micro-Loan,Contractual,Low Risk,Restructured,343027.17,16.35,71273.18,6,53,2025-04-25,2025-05-01
Quezon City Hub,Small Business Micro-Loan,Contractual,Low Risk,Fully Paid,116944.41,18.33,66292.04,36,24,2025-06-12,2025-06-17
Makati CBD Branch,Salary Loan,Contractual,High Risk,Restructured,475480.98,9.6,57198.16,6,27,2025-04-11,2025-04-17
Makati CBD Branch,Salary Loan,Regular,Medium Risk,Restructured,395309.06,12.44,31137.56,18,4,2025-05-29,2025-06-04
Quezon City Hub,Salary Loan,OFW Dependent,Medium Risk,Active,53811.39,14.11,75123.76,36,20,2025-05-26,2025-05-31
Quezon City Hub,OFW Remittance Advance,Contractual,Medium Risk,Restructured,,15.82,44086.32,24,17,2025-04-07,2025-04-11
Quezon City Hub,Small Business Micro-Loan,Contractual,High Risk,Past Due,440767.97,9.21,111737.29,12,46,2025-03-22,2025-03-25
Davao Central Branch,Salary Loan,Self-Employed,High Risk,Active,472918.69,10.67,76235.03,18,69,2025-02-12,2025-02-15
Davao Central Branch,Salary Loan,Contractual,Low Risk,Fully Paid,239026.74,12.79,77248.22,18,56,2025-04-05,2025-04-07
Cebu IT Park Branch,Emergency Cash Loan,OFW Dependent,Low Risk,Active,310571.58,23.56,52267.09,12,18,2025-01-06,2025-01-08
Davao Central Branch,Emergency Cash Loan,Self-Employed,High Risk,Past Due,91846.63,13.64,20458.88,12,64,2025-03-08,2025-03-10
Davao Central Branch,Salary Loan,Self-Employed,Low Risk,Past Due,495672.63,15.97,18333.1,24,2,2025-05-20,2025-05-23
Makati CBD Branch,Emergency Cash Loan,Self-Employed,Medium Risk,Restructured,123519.13,11.54,59450.19,18,41,2025-04-10,2025-04-14
Cebu IT Park Branch,Emergency Cash Loan,Regular,Medium Risk,Past Due,471938.57,17.97,23879.36,18,20,2025-01-12,2025-01-15
Cebu IT Park Branch,Emergency Cash Loan,Self-Employed,High Risk,Past Due,328326.86,12.85,78718.93,6,39,2025-03-07,2025-03-10
Davao Central Branch,OFW Remittance Advance,Contractual,Medium Risk,Past Due,307791.03,11.71,107502.17,36,66,2025-01-02,2025-01-05
Makati CBD Branch,Salary Loan,Regular,High Risk,Past Due,261217.37,16.51,107706.06,36,24,2025-05-23,2025-05-26
Makati CBD Branch,Salary Loan,Regular,Medium Risk,Fully Paid,123028.21,8.59,84199.77,6,54,2025-05-31,2025-06-04
Cebu IT Park Branch,Emergency Cash Loan,Regular,High Risk,Fully Paid,96498.74,8.62,37179.34,36,83,2025-06-06,2025-06-08
Makati CBD Branch,OFW Remittance Advance,Regular,Medium Risk,Active,118038.24,11.9,,12,51,2025-03-22,2025-03-28
Quezon City Hub,Emergency Cash Loan,Regular,Medium Risk,Restructured,101354.75,9.07,108039.81,36,43,2025-05-15,2025-05-17
Davao Central Branch,OFW Remittance Advance,Regular,Low Risk,Fully Paid,391996.39,10.17,35648.63,36,84,2025-06-05,2025-06-07
Quezon City Hub,Salary Loan,Regular,Low Risk,Past Due,181561.38,13.75,92429.74,6,55,2025-05-22,2025-05-28
Cebu IT Park Branch,Emergency Cash Loan,Self-Employed,Low Risk,Restructured,38342.91,20.94,45084.55,24,54,2025-06-21,2025-06-24
Cebu IT Park Branch,Salary Loan,OFW Dependent,Low Risk,Fully Paid,484860.29,17.37,99277.23,36,86,2025-06-07,2025-06-11
Makati CBD Branch,OFW Remittance Advance,Contractual,Low Risk,Active,443055.08,16.45,119709.98,36,69,2025-06-09,2025-06-13
Makati CBD Branch,Small Business Micro-Loan,Contractual,Low Risk,Past Due,464598.62,13.05,18152.73,24,76,2025-03-11,2025-03-13
Cebu IT Park Branch,OFW Remittance Advance,Self-Employed,High Risk,Restructured,497504.83,22.94,,6,86,2025-04-25,2025-05-01
Cebu IT Park Branch,Small Business Micro-Loan,Self-Employed,High Risk,Fully Paid,95208.67,14.65,80376.21,24,72,2025-03-29,2025-04-03
Quezon City Hub,Salary Loan,Regular,Low Risk,Restructured,204158.59,9.85,117205.18,6,80,2025-01-06,2025-01-09
Quezon City Hub,Salary Loan,OFW Dependent,High Risk,Fully Paid,381536.85,18.06,63826.0,12,65,2025-01-27,2025-01-29
Makati CBD Branch,Emergency Cash Loan,Regular,Low Risk,Active,351050.1,10.26,103975.73,6,18,2025-03-23,2025-03-27
Quezon City Hub,Small Business Micro-Loan,Self-Employed,High Risk,Past Due,85408.99,13.85,21551.38,12,82,2025-03-29,2025-04-04
Makati CBD Branch,OFW Remittance Advance,Regular,Medium Risk,Active,409758.23,16.36,50204.3,12,6,2025-04-30,2025-05-06
Makati CBD Branch,Salary Loan,Contractual,High Risk,Past Due,119975.88,22.05,22036.74,6,62,2025-01-24,2025-01-26
Davao Central Branch,Small Business Micro-Loan,Contractual,High Risk,Past Due,119670.63,16.15,117411.03,18,41,2025-04-12,2025-04-17
Makati CBD Branch,OFW Remittance Advance,Regular,High Risk,Restructured,273117.47,19.39,100782.26,6,41,2025-02-03,2025-02-07
Quezon City Hub,Small Business Micro-Loan,OFW Dependent,Medium Risk,Fully Paid,300540.57,23.89,104517.48,36,58,2025-06-17,2025-06-19
Cebu IT Park Branch,OFW Remittance Advance,Regular,Low Risk,Active,294242.24,10.54,113486.35,36,19,2025-02-16,2025-02-21
Cebu IT Park Branch,OFW Remittance Advance,Regular,High Risk,Active,54828.55,12.76,23935.87,18,72,2025-01-24,2025-01-30
Quezon City Hub,OFW Remittance Advance,OFW Dependent,High Risk,Active,439955.82,14.62,55487.75,12,16,2025-03-06,2025-03-09
Cebu IT Park Branch,OFW Remittance Advance,OFW Dependent,Medium Risk,Restructured,140144.02,15.04,22458.66,18,26,2025-01-18,2025-01-22
Makati CBD Branch,Small Business Micro-Loan,OFW Dependent,Low Risk,Restructured,73462.31,14.87,37133.28,36,46,2025-02-13,2025-02-17
Cebu IT Park Branch,Small Business Micro-Loan,Contractual,High Risk,Restructured,445486.56,22.57,39083.41,18,1,2025-03-17,2025-03-22
Quezon City Hub,Emergency Cash Loan,Regular,Medium Risk,Past Due,478269.23,19.57,64256.26,6,62,2025-02-26,2025-02-28
Cebu IT Park Branch,Small Business Micro-Loan,Self-Employed,Low Risk,Active,432442.53,17.92,43199.03,18,61,2025-04-17,2025-04-23
Makati CBD Branch,Small Business Micro-Loan,OFW Dependent,Low Risk,Past Due,406662.88,13.3,25602.7,12,18,2025-06-05,2025-06-10
Makati CBD Branch,Emergency Cash Loan,OFW Dependent,High Risk,Active,331068.57,21.27,32586.56,6,16,2025-05-04,2025-05-07
Quezon City Hub,Small Business Micro-Loan,Regular,High Risk,Active,279920.11,23.3,30463.93,24,68,2025-05-31,2025-06-03
Quezon City Hub,OFW Remittance Advance,Self-Employed,High Risk,Fully Paid,52623.51,21.23,117173.06,36,38,2025-06-11,2025-06-14
Quezon City Hub,Salary Loan,Regular,High Risk,Active,210142.07,8.52,94725.71,36,81,2025-05-19,2025-05-24
Davao Central Branch,Salary Loan,Regular,Medium Risk,Restructured,192617.37,18.36,116614.95,18,70,2025-06-12,2025-06-18
Davao Central Branch,Emergency Cash Loan,OFW Dependent,Medium Risk,Restructured,137279.35,9.29,61172.75,6,80,2025-04-26,2025-04-30
Makati CBD Branch,Small Business Micro-Loan,OFW Dependent,High Risk,Restructured,364475.86,12.49,44228.69,24,38,2025-04-03,2025-04-05
Davao Central Branch,Small Business Micro-Loan,Contractual,Low Risk,Fully Paid,252979.11,9.42,98820.79,6,35,2025-02-11,2025-02-15
Davao Central Branch,Emergency Cash Loan,Self-Employed,High Risk,Fully Paid,49712.65,17.86,49256.66,36,39,2025-01-28,2025-02-03
Cebu IT Park Branch,Salary Loan,Self-Employed,Low Risk,Past Due,117889.77,19.14,46435.25,6,44,2025-05-03,2025-05-07
Davao Central Branch,OFW Remittance Advance,OFW Dependent,Low Risk,Active,344796.79,10.27,,24,3,2025-01-24,2025-01-29
Cebu IT Park Branch,Small Business Micro-Loan,OFW Dependent,Low Risk,Active,47304.12,14.45,28616.29,18,24,2025-05-16,2025-05-19
Quezon City Hub,Emergency Cash Loan,OFW Dependent,Medium Risk,Restructured,427091.39,15.57,41928.62,12,68,2025-04-16,2025-04-22
Cebu IT Park Branch,OFW Remittance Advance,Self-Employed,Low Risk,Restructured,252621.8,14.22,52308.57,6,29,2025-04-28,2025-05-04
Cebu IT Park Branch,Emergency Cash Loan,Contractual,Low Risk,Restructured,245487.42,10.38,85769.39,12,75,2025-02-22,2025-02-26
Quezon City Hub,Emergency Cash Loan,Self-Employed,Medium Risk,Restructured,300279.81,14.99,21569.31,36,67,2025-05-12,2025-05-17
Quezon City Hub,Emergency Cash Loan,OFW Dependent,Low Risk,Restructured,414093.67,20.14,37103.23,18,87,2025-04-10,2025-04-14
Makati CBD Branch,Salary Loan,OFW Dependent,Low Risk,Restructured,180426.51,9.6,99947.48,18,28,2025-01-05,2025-01-09
Makati CBD Branch,Salary Loan,Contractual,High Risk,Active,342227.91,9.74,30426.8,6,72,2025-02-18,2025-02-24
Makati CBD Branch,Emergency Cash Loan,Regular,Low Risk,Fully Paid,287208.66,14.0,50977.74,18,67,2025-04-08,2025-04-12
Makati CBD Branch,Small Business Micro-Loan,Regular,Low Risk,Restructured,140843.85,23.1,105789.19,6,50,2025-01-30,2025-02-02
Cebu IT Park Branch,OFW Remittance Advance,Self-Employed,Low Risk,Active,440528.69,18.86,31267.16,6,23,2025-03-13,2025-03-17
Cebu IT Park Branch,Small Business Micro-Loan,Regular,Low Risk,Restructured,400738.75,19.02,23687.37,12,13,2025-04-13,2025-04-16
Makati CBD Branch,Salary Loan,Regular,Low Risk,Past Due,332641.4,14.11,65876.49,18,68,2025-03-04,2025-03-10
Davao Central Branch,OFW Remittance Advance,Self-Employed,Medium Risk,Past Due,426785.05,17.7,46754.05,6,17,2025-06-24,2025-06-29
Makati CBD Branch,Emergency Cash Loan,OFW Dependent,Low Risk,Active,434974.16,8.66,74157.88,12,41,2025-01-26,2025-01-29
Davao Central Branch,Small Business Micro-Loan,Regular,Low Risk,Fully Paid,357097.86,18.36,99399.51,24,56,2025-02-06,2025-02-11
Quezon City Hub,Small Business Micro-Loan,OFW Dependent,Medium Risk,Past Due,420136.53,22.66,29400.59,12,82,2025-01-07,2025-01-12
Cebu IT Park Branch,Emergency Cash Loan,Self-Employed,Medium Risk,Past Due,351761.02,17.99,75973.4,12,11,2025-05-07,2025-05-10
Cebu IT Park Branch,Small Business Micro-Loan,OFW Dependent,Low Risk,Fully Paid,343268.98,22.04,68078.42,6,81,2025-06-17,2025-06-23
Davao Central Branch,Salary Loan,OFW Dependent,Low Risk,Past Due,313119.58,19.72,30128.27,36,16,2025-04-02,2025-04-04
Makati CBD Branch,Emergency Cash Loan,Self-Employed,Low Risk,Restructured,378831.15,10.37,80519.84,36,29,2025-06-16,2025-06-21
Cebu IT Park Branch,Small Business Micro-Loan,OFW Dependent,High Risk,Fully Paid,87716.5,22.49,43732.24,36,87,2025-04-13,2025-04-18
Davao Central Branch,Emergency Cash Loan,Regular,High Risk,Past Due,441626.67,9.53,66222.6,12,74,2025-02-22,2025-02-28
Quezon City Hub,OFW Remittance Advance,Regular,Low Risk,Fully Paid,437203.33,16.78,23638.59,6,22,2025-05-12,2025-05-18
Quezon City Hub,Emergency Cash Loan,Regular,Medium Risk,Restructured,,10.7,63256.33,18,80,2025-04-18,2025-04-22
Cebu IT Park Branch,Small Business Micro-Loan,Regular,Low Risk,Past Due,414650.21,8.68,47178.66,12,0,2025-04-22,2025-04-28
Makati CBD Branch,Salary Loan,OFW Dependent,Medium Risk,Active,73146.24,15.04,101350.03,12,78,2025-06-02,2025-06-07
Davao Central Branch,Emergency Cash Loan,Regular,Medium Risk,Past Due,174208.24,13.07,20982.77,6,31,2025-01-07,2025-01-10
Cebu IT Park Branch,Emergency Cash Loan,OFW Dependent,Medium Risk,Past Due,374319.05,16.03,58953.76,24,8,2025-06-05,2025-06-07
Quezon City Hub,Small Business Micro-Loan,Contractual,Low Risk,Restructured,88772.35,17.45,63135.3,12,14,2025-03-08,2025-03-12
Makati CBD Branch,Salary Loan,OFW Dependent,Low Risk,Active,410803.84,9.18,91125.64,24,27,2025-04-18,2025-04-21
Davao Central Branch,Salary Loan,Regular,Medium Risk,Active,417745.75,10.41,75300.2,24,23,2025-04-21,2025-04-23
Cebu IT Park Branch,OFW Remittance Advance,Contractual,High Risk,Active,258659.19,17.16,85057.3,36,59,2025-05-28,2025-05-30
Davao Central Branch,OFW Remittance Advance,Self-Employed,High Risk,Restructured,13129.08,13.82,96590.17,6,34,2025-03-24,2025-03-26
Makati CBD Branch,Small Business Micro-Loan,OFW Dependent,High Risk,Restructured,,19.8,105531.31,24,85,2025-05-04,2025-05-07
Makati CBD Branch,Salary Loan,Regular,Medium Risk,Restructured,312294.19,18.61,47956.93,6,26,2025-05-19,2025-05-23
Quezon City Hub,Salary Loan,Regular,Low Risk,Restructured,490781.23,21.61,71492.38,36,82,2025-04-14,2025-04-18
Makati CBD Branch,OFW Remittance Advance,Regular,Medium Risk,Restructured,319588.63,19.23,103211.35,6,75,2025-03-08,2025-03-10
Cebu IT Park Branch,OFW Remittance Advance,Self-Employed,High Risk,Active,137303.75,15.16,118892.37,12,19,2025-01-07,2025-01-10
Davao Central Branch,Small Business Micro-Loan,Contractual,Low Risk,Fully Paid,320662.79,18.93,108399.53,24,64,2025-05-31,2025-06-02
Makati CBD Branch,Salary Loan,Contractual,Medium Risk,Restructured,274592.84,12.77,54004.06,6,84,2025-04-20,2025-04-26
Makati CBD Branch,Emergency Cash Loan,Regular,Medium Risk,Fully Paid,,13.25,35492.48,18,48,2025-02-03,2025-02-07
Cebu IT Park Branch,OFW Remittance Advance,OFW Dependent,High Risk,Past Due,62420.51,20.73,66386.22,6,0,2025-04-16,2025-04-21
Davao Central Branch,Small Business Micro-Loan,Regular,Medium Risk,Past Due,382903.67,15.42,92872.35,24,9,2025-05-27,2025-05-29
Davao Central Branch,Salary Loan,Regular,Low Risk,Restructured,275220.62,20.87,66719.75,36,46,2025-02-27,2025-03-05
Quezon City Hub,Salary Loan,OFW Dependent,High Risk,Past Due,481866.08,21.25,65733.99,36,58,2025-01-09,2025-01-13
Quezon City Hub,OFW Remittance Advance,Regular,High Risk,Fully Paid,177517.36,21.79,103014.19,24,61,2025-02-17,2025-02-20
Davao Central Branch,Small Business Micro-Loan,Self-Employed,Low Risk,Past Due,319984.73,22.71,52947.4,12,85,2025-04-25,2025-04-29
Cebu IT Park Branch,Emergency Cash Loan,Regular,High Risk,Past Due,466693.77,15.18,105278.44,12,17,2025-02-10,2025-02-13
Cebu IT Park Branch,OFW Remittance Advance,Self-Employed,Medium Risk,Fully Paid,60229.77,13.44,57714.5,36,45,2025-02-17,2025-02-20
Quezon City Hub,Small Business Micro-Loan,Regular,Medium Risk,Past Due,,17.52,49464.48,36,31,2025-06-22,2025-06-24
Makati CBD Branch,Salary Loan,Contractual,High Risk,Restructured,347064.0,14.25,62668.94,24,26,2025-01-25,2025-01-27
Cebu IT Park Branch,Emergency Cash Loan,OFW Dependent,Low Risk,Fully Paid,43240.16,17.82,95056.93,12,17,2025-04-26,2025-04-30
Makati CBD Branch,Small Business Micro-Loan,Contractual,Medium Risk,Fully Paid,157472.15,19.44,28230.21,36,38,2025-03-19,2025-03-25
Cebu IT Park Branch,Emergency Cash Loan,Regular,Low Risk,Active,357004.32,19.17,35624.02,12,48,2025-04-18,2025-04-22
Davao Central Branch,Small Business Micro-Loan,Regular,Medium Risk,Active,43001.79,14.31,,36,81,2025-01-25,2025-01-30
Quezon City Hub,Small Business Micro-Loan,Self-Employed,Medium Risk,Fully Paid,295263.53,11.09,33426.62,6,43,2025-05-27,2025-05-30
Makati CBD Branch,Small Business Micro-Loan,Regular,High Risk,Fully Paid,179482.7,15.17,74611.37,18,71,2025-02-08,2025-02-11
Makati CBD Branch,Small Business Micro-Loan,Regular,High Risk,Active,314248.6,10.71,75828.02,6,53,2025-04-29,2025-05-01
Davao Central Branch,Emergency Cash Loan,Regular,Low Risk,Restructured,32413.6,22.3,66410.57,36,33,2025-03-20,2025-03-26
Cebu IT Park Branch,OFW Remittance Advance,Contractual,High Risk,Past Due,437053.04,13.86,82698.25,18,70,2025-03-21,2025-03-23
Makati CBD Branch,Emergency Cash Loan,Self-Employed,Medium Risk,Past Due,487009.59,10.89,39131.81,18,35,2025-01-27,2025-02-01
Cebu IT Park Branch,Small Business Micro-Loan,Contractual,Medium Risk,Past Due,484750.15,8.89,73029.54,36,17,2025-04-14,2025-04-18
Davao Central Branch,Emergency Cash Loan,Self-Employed,Low Risk,Fully Paid,377329.4,18.51,54078.19,36,37,2025-03-15,2025-03-19
Quezon City Hub,Emergency Cash Loan,Contractual,Low Risk,Restructured,73742.26,18.37,84475.06,12,58,2025-03-09,2025-03-15
